,Year_Reported,Account_Number,Organization,City,Country,CDP_Region,Reporting_Authority,Access,City_emissions_invent,Accounting_year,Admin_city_boundary,Invent_boundary_to_Admini_city_boundary,Primary_Protocol,Protocol_Comment,Common_Reporting_Format,Gases_Included,Direct_emissions_1,Direct_emissions_2,Indirect_emissions_1,Indirect_emissions_2,Emissions_occurring_outside_1,Emissions_occurring_outside_2,TOTAL_Scope_1,TOTAL_Scope_2,TOTAL_Scope_3,TOTAL_Scope_1_2,TOTAL_Scope_1_2_3,Change_in_emissions,Reason_for_change,Land_area_km,Population,Population_Year,City_Location,Last_update.,Scope1,Scope2,Scope3,Outside_City,long,lat,City.Location
2003,2021,3203,City of Chicago IL,City of Chicago IL,United States of America,North America,Unknown,public,Yes,20170101  20171231,City  Municipality,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,We are in the process of conducting updated reporting for our Citywide GHG emissions and will have updated 2021 numbers by end of year,Unknown,CH4 CO2 N20,0,15893258,0,13051174,0,2090953,0,0,0,0,31035385,Decreased,Policy change,606,2693976,2019,876298 418781,1042021 923,15893258,0,13051174,2090953,-87.6298,41.8781,-87.6298 41.8781
2005,2021,54085,City of Savannah GA,City of Savannah GA,United States of America,North America,Unknown,public,Yes,20140101  20141231,City  Municipality,Same covers entire city and nothing else,US Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions ICLEI,Unknown,Unknown,CH4 CO2 N20,0,2063648,0,1642104,0,0,0,0,0,0,3705752,,,278,145674,2015,810998 320835,1042021 923,2063648,0,1642104,0,-81.0998,32.0835,-81.0998 32.0835
2009,2021,35449,Stadt Zrich,Stadt Zrich,Switzerland,Europe,Unknown,public,Yes,20200101  20201231,City  Municipality,Same covers entire city and nothing else,Other please specify 2000WattMethodology,The 2000Watt society methodology is a concept of sustainable development that uses two indicators Primary energy demand and greenhouse gas emissions The methodology is based on the final energy demand Primary energy factors and GHG emission coefficients are identified according to the ecoinvent database database with consistent and transparent uptodate Life Cycle Inventory LCI data wwwecoinventorgdatabase The grey energy of net imported other goods and services is not included in the methodology used by the city of Zurich as there is no specific data available The methodology does not include emissions from nonenergetic sources eg landfills waste water treatment  Primary energy final energy and effective energy The 2000watt methodology defines primary energy as the total energy present in the original energy source plus its grey energy The energy that reaches the customer after all conversion and transmission losses is called final energy In turn only a part of this is actually used the effective energy The rest is lost as waste heat Basis for all calculations is the final energy demand  Territorial principle Basis of the methodology is the territorial principle It refers to the energy consumed in the city area and the emissions which occur there The energy sources grey energy and grey emissions are also taken into account The grey energy of net imported other goods and service is not included in the 2000 watt society methodology lack of specific data However the aim is to separately calculate and indicate the grey energy of net imported other goods and services,Unknown,CH4 CO2 HFCs N20 NF3 PFCs SF6,0,830887,0,278915,0,0,0,0,0,0,1109802,Decreased,Technological change,91.9,434736,2020,853918 473686,1042021 923,830887,0,278915,0,8.53918,47.3686,8.53918 47.3686
2013,2021,54070,City of Eugene OR,City of Eugene OR,United States of America,North America,Unknown,public,Yes,20190101  20191231,City  Municipality,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,This tool is consistent with Greenhouse Gas Protocols Corporate Standard Corporate Value Chain Scope 3 Standard and Public Sector Protocol as well as The Climate Registrys General Reporting Protocol v21 and Local Government Operations Protocol v11 This tool also follows the guidance provided by Greenhouse Gas Protocols Scope 2 Guidance and Scope 3 Calculation Guidance,Unknown,CH4 CO2 HFCs N20,0,985191,0,35580,0,233353,0,0,0,0,1254124,Increased,Change in available data,113,171245,2018,123087 440519,1042021 923,985191,0,35580,233353,-123.087,44.0519,-123.087 44.0519
2017,2021,35887,Ajuntament de Valencia,Ajuntament de Valencia,Spain,Europe,Unknown,public,Yes,20160101  20161231,City  Municipality,Same covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,Unknown,Unknown,CO2,7264.66,1913296.39,0,0,0,0,0,0,0,0,1920561.05,Decreased,Policy change,134.6,800215,2020,03763 394699,1042021 923,1920561.05,0,0,0,-0.3763,39.4699,-0.3763 39.4699
2021,2021,59167,Municipalidad de Providencia,Municipalidad de Providencia,Chile,Latin America,Unknown,public,Yes,20190101  20191231,City  Municipality,Same covers entire city and nothing else,Regional or country specific methodology,Se utiliza la metodologa de Huella Chile,Unknown,CO2,0,206.11,0,3065.85,0,2511156,0,0,0,0,2514427.96,Increased,Improved data accuracy,14,142000,2018,706092 334313,1042021 923,206.11,0,3065.85,2511156,-70.6092,-33.4313,-104.0405
2022,2021,31112,Kaohsiung City Government,Kaohsiung City Government,Taiwan Greater China,East Asia,Unknown,public,Yes,20190101  20191231,City  Municipality,Same covers entire city and nothing else,Other please specify Guidelines for the Calculation of Greenhouse Gases in the County and City Levels revised version on April 2017 version 10,In order to assist local cities to handle emissions baseline and make sure it follows the standard of MRV the national government formulated  the Guidelines for the Calculation of Greenhouse Gases in the County and City Levels revised version on April 2017  version 10 In addition Kaohsiung City Government applied the üGuidelines for Greenhouse Gas Emissions Investigationüù released on July 2016 and ISO 1406412006 standard as the basis to conduct inventory review of the administrative jurisdiction The City Government also used citylevel greenhouse gas inventory calculation form to calculate the citywide GHG emissions,Unknown,CH4 CO2 HFCs N20 NF3 PFCs SF6,0,57062134.79,0,15587107.67,0,3707110,0,0,0,0,76356352.46,Decreased,Policy change,2947.62,2765932,2020,120344 226297,1042021 923,57062134.79,0,15587107.67,3707110,120.344,22.6297,120.344 22.6297
2023,2021,63999,City of Miami Beach FL,City of Miami Beach FL,United States of America,North America,Unknown,public,Yes,20190101  20191231,City  Municipality,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,We used ICLEI ClearPath and the only gases measured are CO2 CH4 and N2O,Unknown,CH4 CO2 N20,0,316878.7,0,729150,0,156635,0,0,0,0,1202663.7,Stayed the same,Emissions have not changed,18.13,91826,2018,8013 257906,1042021 923,316878.7,0,729150,156635,-80.13,25.7906,-80.13 25.7906
2024,2021,59657,City of Beaverton OR,City of Beaverton OR,United States of America,North America,Unknown,public,Yes,20170101  20171231,City  Municipality,Same covers entire city and nothing else,US Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions ICLEI,Unknown,Unknown,CH4 CO2 N20,0,420433.4,0,321639.59,0,6685.01,0,0,0,0,748758,Do not know,Other please specify Change in staff lack of documentation change in methodology,50.72,99225,2020,,1042021 923,420433.4,0,321639.59,6685.01,,,
2028,2021,826427,Municpio de Valongo,Municpio de Valongo,Portugal,Europe,Unknown,public,Yes,20180101  20181231,City  Municipality,Larger covers the whole city and adjoining areas,Regional or country specific methodology,O relatrio foi construdo atravs da Matriz de Energia do Municpio Nele fazse a caracterizao do consumo de energia e respetivas emissëes tendo como principais objetivos a quantificao da energia final e das emissëes de GEE por vetor energtico e por setor de atividade fazendose ainda a comparao dos resultados com os dos anos anteriores de modo a perceber qual a evoluo do impacto global do Municpio,Unknown,CO2,0,0,0,0,0,0,201828,73441,24495,0,299764,Decreased,Behavioural change,75120,97444,2019,849835 411887,1042021 923,201828,73441,24495,0,-8.49835,41.1887,-8.49835 41.1887
2033,2021,31171,Ayuntamiento de Madrid,Ayuntamiento de Madrid,Spain,Europe,Unknown,public,Yes,20180101  20181231,City  Municipality,Same covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,Main methodologies to elaborate inventory IPCC Guidelines and EMEPEEA air pollutant emission inventory guidebookWe also use GPC standard to report the inventory,Unknown,CH4 CO2 HFCs N20 PFCs SF6,240875.8,7123790.44,0,3417616.41,0,323434.05,0,0,0,0,11105716.7,Stayed the same,Other please specify The GHG emissions slightly decreased as a result of and increase of direct emissions and a higher decrease of indirect emissions,606,3223334,2018,338756 401076,1042021 923,7364666.24,0,3417616.41,323434.05,-3.38756,40.1076,-3.38756 40.1076
2036,2021,51079,Guatemala City,Guatemala City,Guatemala,Latin America,Unknown,public,Yes,20200101  20201231,City  Municipality,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,For the inventory of Greenhouse Gas Emissions of Guatemala City all activities carried out within the limits of the municipality only scope 1 and 2 were considered agglomerated and characterized within the following sectors Stationary energy transport and wasteFor each sector the emissions of Carbon Dioxide CO2 Methane CH4 and Nitrous Oxide N2O were determined obtaining as a result an emissions report for the basic city this being the first inventory of Guatemala City,Unknown,CH4 CO2 N20,0,2137923,0,532.36,0,0,0,0,0,0,2138455.36,Decreased,Other please specify Due the pandemics it was a decrease in greehouse gas emissions,228,902522,2020,905069 146349,1042021 923,2137923,0,532.36,0,-90.5069,14.6349,-90.5069 14.6349
2037,2021,848474,Richmond Council,Richmond Council,United Kingdom of Great Britain and Northern Ireland,Europe,Unknown,public,Yes,20180101  20181231,Local government area within a greater city  metropolitan area,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Unknown,Unknown,CH4 CO2 N20,0,464498.34,0,228600.64,0,187494.25,0,0,0,0,880593.23,Stayed the same,No new inventory to report,59.05,199150,2020,032574 51448,1042021 923,464498.34,0,228600.64,187494.25,-0.32574,51.448,-0.32574 51.448
2039,2021,55334,Municpio de Braga,Municpio de Braga,Portugal,Europe,Unknown,public,Yes,20190101  20191231,City  Municipality,Larger covers the whole city and adjoining areas,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,A escolha desta metodologia deveuse ò facilidade de compreenso da mesma e pela dimenso que esta adquiriu ao longo dos anos O Municpio de Braga como integrante do Pacto dos Autarcas e do ICLEI teve maior facilidade na implementao deste inventrio e adicionalmente est alinhada com o tipo de base de dados que o Municpio usa Paralelamente tanto as ferramentas como os factores de emisso mas sobretudo o uso desta metodologia por outras cidades da mesma dimenso contriburam para a escolha,Unknown,CH4 CO2 N20,106,514245,0,195668,0,382325,0,0,0,0,1092344,Increased,Change in data collection methods,183,189331,2020,843821 415337,1042021 923,514351,0,195668,382325,-8.43821,41.5337,-8.43821 41.5337
2042,2021,31117,City of Toronto ON,City of Toronto ON,Canada,North America,Unknown,public,Yes,20180101  20181231,City  Municipality,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Unknown,Unknown,CH4 CO2 N20,0,99924,0,0,0,0,0,0,0,0,99924,Increased,Change in available data,630,2956024,2018,793832 436532,1042021 923,99924,0,0,0,-79.3832,43.6532,-79.3832 43.6532
2043,2021,58590,City of Easton PA,City of Easton PA,United States of America,North America,Unknown,public,Yes,20180101  20181231,City  Municipality,Same covers entire city and nothing else,US Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions ICLEI,Our inventory addresses stationary energy and inboundary travel with consideration of CO2 as required by the Global Covenant of Mayors,Unknown,CO2,0,131408.57,0,168321.11,0,0,0,0,0,0,299729.68,Do not know,Change in methodology,12.587,27189,2019,752207 406884,1042021 923,131408.57,0,168321.11,0,-75.2207,40.6884,-75.2207 40.6884
2047,2021,31163,Istanbul Metropolitan Municipality,Istanbul Metropolitan Municipality,Turkey,Europe,Unknown,public,Yes,20200101  20201231,Metropolitan area,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Calculations made based on GPC Methodology but answers entered in CRF format as desired,Unknown,CH4 CO2 N20,2430400,29983383,0,18745369,0,4903371,0,0,0,0,56062523,Decreased,Other please specify A decreasement has been shown in some fields fuel consumption transportation and stationary enegyscope 2,5.313,15462452,2020,289784 410082,1042021 923,32413783,0,18745369,4903371,28.9784,41.0082,28.9784 41.0082
2048,2021,59985,City of Puerto Princesa,City of Puerto Princesa,Philippines,Southeast Asia and Oceania,Unknown,public,Yes,20180101  20181231,City  Municipality,Same covers entire city and nothing else,Regional or country specific methodology,The National GHG Inventory Manual üTracking Greenhouse Gases An Inventory Manualüù developed by the Philippine Climate Change Commission served as a main reference in developing the citylevel GHG inventory The said manual also made references to international standards and methodologies including the 2006 IPCC Guidelines for National Greenhouse Gas Inventories and the Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Unknown,CH4 CO2 N20,0,0,0,119850.57,0,0,0,0,0,0,119850.57,This is our first year of calculation,,2193.39,307079,2020,11873 974069,1042021 923,0,0,119850.57,0,118.73,9.74069,118.73 9.74069
2049,2021,55415,City of Columbia SC,City of Columbia SC,United States of America,North America,Unknown,public,Yes,20190101  20191231,City  Municipality,Same covers entire city and nothing else,US Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions ICLEI,Unknown,Unknown,CH4 CO2 N20,0,0,0,0,0,0,0,0,7000,0,7000,Decreased,Policy change,141,133451,2018,810348 340007,1042021 923,0,0,7000,0,-81.0348,34.0007,-81.0348 34.0007
2050,2021,863397,Municipalit de Delmont,Municipalit de Delmont,Switzerland,Europe,Unknown,public,Yes,20190101  20191231,City  Municipality,Smaller covers only part of the city,Other please specify GHG Protocol,La Municipalit de Delmont a ralis une analyse de lempreinte environnementale de sont administration communale Le GHG Protocol recommande düintgrer le scope 1 le scope 2 et les catgories pertinentes du scope 3 en communiquant de faon transparente sur le primtre du projet,Unknown,CO2,0,0,0,0,0,0,945,422,643,0,2010,This is our first year of calculation,Lack of resource  funding overcome,21.99,12565,2021,73452 473658,1042021 923,945,422,643,0,7.3452,47.3658,7.3452 47.3658
2051,2021,833284,West Midlands Combined Authority,West Midlands Combined Authority,United Kingdom of Great Britain and Northern Ireland,Europe,Unknown,public,Yes,20180101  20190101,Metropolitan area,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Unknown,Unknown,CH4 CO2 N20,4332.19,9841314.95,0,3005074.6,738.68,3670254.58,0,0,0,0,16521715,Increased,Other please specify,902,2939927,2020,,1042021 923,9845647.14,0,3005074.6,3670993.26,,,
2059,2021,58636,City of Bellingham WA,City of Bellingham WA,United States of America,North America,Unknown,public,Yes,20150101  20151231,City  Municipality,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Unknown,Unknown,CH4 CO2 N20,0,511547.8,0,308255.02,0,12491.24,0,0,0,0,832294.06,Increased,Increased energyelectricity consumption,78,90620,2021,122479 487519,1042021 923,511547.8,0,308255.02,12491.24,-122.479,48.7519,-122.479 48.7519
2061,2021,50673,Municpio de Faro,Municpio de Faro,Portugal,Europe,Unknown,public,Yes,20190101  20191231,City  Municipality,Larger covers the whole city and adjoining areas,Other please specify UK Climate impacts Programme   UKCIP Adaptation Wizard,Irradiare Science of evolution,Unknown,CH4 CO2 N20,103,103,0,0,0,0,0,0,0,0,206,Decreased,Improved data accuracy,202.57,61015,2019,793044 370194,1042021 923,206,0,0,0,-7.93044,37.0194,-7.93044 37.0194
2063,2021,36426,Riga City,Riga City,Latvia,Europe,Unknown,public,Yes,20200101  20201231,City  Municipality,Same covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,IPCC 2006 Guidelines for National Greenhouse Gas InventoriesThe 2006 IPCC Guidelines for National Greenhouse Gas Inventories 2006 IPCC Guidelines provide methodologies for estimating national inventories of anthropogenic emissions by sources and removals by sinks of greenhouse gases The 2006 IPCC Guidelines were prepared in response to an invitation by the Parties to the UNFCCCGuidebook üHow to Develop a Sustainable Energy Action Plan SEAPüùThe current guidebook provides detailed stepbystep recommendations for the entire process of elaborating a local energy and climate strategy from initial political commitment to implementation The guidebook provides a flexible but coherent set of principles and recommendations The flexibility will allow local authorities to develop a SEAP in a way that suits their own circumstances permitting those already engaged in energy and climate action to come on board of the Covenant of Mayors while continuing to follow the approaches they have used before with as little adjustments as possibleSources of informationRiga City Council httpswwwrigalvlvrigasenergetikasagenturapubliskozinojumuparco2emisijamrigano2015lidz2020gadamfbclidIwAR3CHYNCQWXsRngXBwllLcG9HjAa56NTCq1bNdWLanqWAyYw2h8sdLd9kQcCO2 emissions inventory for 20152020 of Riga Smart City Sustainable Energy Action Plan for 20142020 httpswwwrigalvlvmedia13149downloadIPCC 2006 Guidelines for National Greenhouse Gas Inventories httpswwwipccnggipigesorjppublic2006glGuidebook üHow to Develop a Sustainable Energy Action Plan SEAPüù httpspublicationsjrceceuropaeurepositoryhandleJRC57789,Unknown,CO2,555000,1015000,0,0,0,0,0,0,0,0,1570000,Decreased,Other please specify The COVID19 pandemic,304.05,614618,2021,241052 569496,1042021 923,1570000,0,0,0,24.1052,56.9496,24.1052 56.9496
2064,2021,31179,Gemeente Rotterdam,Gemeente Rotterdam,Netherlands,Europe,Unknown,public,Yes,20190101  20191231,City  Municipality,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,This year  we report emissions according to the GPC methodology Therefore the figures might look different from last year,Unknown,CH4 CO2 N20,13129827,6329510,75955,2514077,0,0,0,0,0,0,22049369,Decreased,Change in data collection methods,21.757,644618,2019,445093 519164,1042021 923,19459337,75955,2514077,0,4.45093,51.9164,4.45093 51.9164
2067,2021,54409,City of Espoo,City of Espoo,Finland,Europe,Unknown,public,Yes,20200101  20201231,City  Municipality,Same covers entire city and nothing else,Regional or country specific methodology,The emission inventory of the city of Espoo  has been calculated by using a regionally developed methodology equivalent to GPC and IPCC guidelines  The organization responsible for the calculations is the Helsinki Region Environmental Services Authority HSY,Unknown,CH4 CO2 N20,0,390000,0,514000,0,0,0,0,0,0,904000,Decreased,Technological change,312,292796,2020,246559 602055,1042021 923,390000,0,514000,0,24.6559,60.2055,24.6559 60.2055
2068,2021,35853,City of Baltimore MD,City of Baltimore MD,United States of America,North America,Unknown,public,Yes,20170101  20171231,Independent city,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Unknown,Unknown,CH4 CO2 N20,120614,4702493,0,2784290,0,0,0,0,0,0,7607397,Increased,Other please specify Improved data accuracy and change in available data,129.2947,593490,2019,766122 392904,1042021 923,4823107,0,2784290,0,-76.6122,39.2904,-76.6122 39.2904
2069,2021,54538,Bath and North East Somerset,Bath and North East Somerset,United Kingdom of Great Britain and Northern Ireland,Europe,Unknown,public,Yes,20180101  20181231,Local government area within a greater city  metropolitan area,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Unknown,Unknown,CH4 CO2 N20,2.97,691142.37,0,185874.02,0,177093.81,0,0,0,0,1054113.17,Increased,Increased energyelectricity consumption,570,192106,2018,,1042021 923,691145.34,0,185874.02,177093.81,,,
2072,2021,60229,Municipality of Arendal,Municipality of Arendal,Norway,Europe,Unknown,public,Yes,20190101  20191231,City  Municipality,Same covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,Unknown,Unknown,CH4 CO2 N20,0,115772,0,0,0,0,0,0,0,0,115772,Decreased,Other please specify  Lower activity in road construction,270,44999,2019,877245 584618,1042021 923,115772,0,0,0,8.77245,58.4618,8.77245 58.4618
2075,2021,863238,Stadt StGallen,Stadt StGallen,Switzerland,Europe,Unknown,public,Yes,20200101  20201231,City  Municipality,Same covers entire city and nothing else,Other please specify,International Convention Territorial Principle according to LCA,Unknown,CH4 CO2 HFCs N20 PFCs,0,0,0,0,0,0,341000,36400,72800,0,450200,Decreased,,39.38,79990,2020,93767 474245,1042021 923,341000,36400,72800,0,9.3767,47.4245,9.3767 47.4245
2076,2021,35886,Comune di Torino,Comune di Torino,Italy,Europe,Unknown,public,Yes,20190101  20191231,City  Municipality,Same covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,The municipal administration adhering to the Covenant of Mayors for Climate and Energy will have a single plan to optimize and make effective mitigation adaptation and monitoring policies,Unknown,CO2,0,1729667,0,1346538,0,0,0,0,0,0,3076205,Decreased,Other please specify Improvement of energy efficiency population reduction economic crisis,130.2,866510,2020,7668 451006,1042021 923,1729667,0,1346538,0,7.668,45.1006,7.668 45.1006
2079,2021,35755,Village of Kadiovacik,Village of Kadiovacik,Turkey,Europe,Unknown,public,Yes,20200101  20201231,Local government area within a greater city  metropolitan area,Same covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,Purchased electricity tool stationary combustion tool mobile transport tool has been used for the calculations,Unknown,CH4 CO2 N20,0,0,0,0,0,0,867,176312,0,0,177179,Increased,Change in weather conditions,60,255,2020,265536 383434,1042021 923,867,176312,0,0,26.5536,38.3434,26.5536 38.3434
2082,2021,59996,Batangas City,Batangas City,Philippines,Southeast Asia and Oceania,Unknown,public,Yes,20170101  20171231,City  Municipality,Same covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,IPCC Guidelines for National Greenhouse Gas Inventories and global Protocol for CommunityScale GHG Emissions GPC These two have provided good practice approaches in ensuring the quality of the GHG inventory report The IPCC has identified the principles approaches of transparency accuracy completeness consistency and comparability as indicators in GHG inventory qualities,Unknown,CH4 CO2 N20,172070,0,0,0,0,0,0,0,0,0,172070,Increased,Behavioural change,285.4144,349565,2019,121058 137565,1042021 923,172070,0,0,0,121.058,13.7565,121.058 13.7565
2084,2021,58357,City of West Hollywood CA,City of West Hollywood CA,United States of America,North America,Unknown,public,Yes,20180101  20181231,City  Municipality,Same covers entire city and nothing else,US Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions ICLEI,Unknown,Unknown,CO2,0,221361,0,0,0,0,0,0,0,0,221361,Decreased,Improved data accuracy,1.92098,34399,2010,118362 3409,1042021 923,221361,0,0,0,-118.362,34.09,-118.362 34.09
2087,2021,54430,Ville du Havre,Ville du Havre,France,Europe,Unknown,public,Yes,20180101  20181231,City  Municipality,Same covers entire city and nothing else,Regional or country specific methodology,Mthodes dülaboration de lüinventaire territorial des consommations dünergie des missions gaz ò effet de serre et de polluants atmosphriques en Normandie  httpwwworecanfrwpcontentuploads202107Guide_methodologique_inventaire_327pdf,Unknown,CH4 CO2 N20,0,1894045,0,0,0,0,0,0,0,0,1894045,Decreased,Behavioural change,47000,171587,2018,01 4949,1042021 923,1894045,0,0,0,0.1,49.49,0.1 49.49
2091,2021,73666,Cuyahoga County OH,Cuyahoga County OH,United States of America,North America,Unknown,public,Yes,20190101  20191231,Province  County,Same covers entire city and nothing else,US Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions ICLEI,Unknown,Unknown,CH4 CO2 N20,117495,16033482,0,5761545,0,999233,0,0,0,0,22911755,Decreased,Other please specify Decrease usage in stationary energy,3226.06329,1235574,2019,,1042021 923,16150977,0,5761545,999233,,,
2099,2021,60117,Winchester City Council,Winchester City Council,United Kingdom of Great Britain and Northern Ireland,Europe,Unknown,public,Yes,2060,Local government area within a greater city  metropolitan area,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Unknown,Unknown,CH4 CO2 N20,18.71,724973,0,169202,0,300009,0,0,0,0,1194202.71,Increased,Population increase,661,122000,2021,,1042021 923,724991.71,0,169202,300009,,,
2102,2021,50571,City of Victoria BC,City of Victoria BC,Canada,North America,Unknown,public,Yes,20190101  20191231,City  Municipality,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Unknown,Unknown,CH4 CO2 HFCs N20 NF3 PFCs SF6,0,263675,0,8067,0,174966,0,0,0,0,446708,Decreased,Change in data collection methods,19.47,94000,2019,123366 484284,1042021 923,263675,0,8067,174966,-123.366,48.4284,-123.366 48.4284
2104,2021,3429,City of Stockholm,City of Stockholm,Sweden,Europe,Unknown,public,Yes,20190101  20191231,City  Municipality,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,Latest available data is from 2019 The total emissions for the community includeScope 1 inboundary fuel combustion for heatingScope 2  of the district heating and household electricity consumption within the community boundary Scope 2 emissions for electricity use in the transportation system metro commuter train within the communityScope 1 emissions for the fuel consumption from road traffic nonroad vehicles and shipping  scope 1 emissions from aviation within the landing  takeoff cycle ie up to 915m This means that scope 3 emissions from transport of inhabitants outside the community boundary is not included but transport of noninhabitants within the community boundary is Scope 3 emission include distribution losses from district heating and electricity Other scope 3 emissions in GPC document include emissions from distribution and refining of fuels outside the city boundary Emission from household waste incineration is embedded in the district heating emissions since household waste is a source of energy used in district heating Energy use for wastewater handling is included in the total community energy useEmission factors are mainly collected from a report published by Swedish Environmental Research Institute Ltd IVL in 2011  The report are widely used and acknowledged The global warming potentials are GWP100 from IPCC 2013 as recommended by the Swedish Environmental Protection Agency SEPA Energy statistics are collected from different sources district heating  gas statistics are collected from the companies electricity statistics is compiled and collected from Statistics Sweden emissions from road transport is modeled using an extensive emission model combined with a road model over Stockholm includes a variety vehicles speeds road types etc and nonroad emissions are taken from Statistics Sweden marine emissions within the community boundary are based on emissions  energy use presented in environmental reports from shipping companies and Ports of Stockholm,Unknown,CH4 CO2 N20,594428,810537,0,648135,0,55748,0,0,0,0,2108848,Decreased,Technological change,18.7,981105,2020,180686 593293,1042021 923,1404965,0,648135,55748,18.0686,59.3293,18.0686 59.3293
2105,2021,31090,District of Columbia DC,District of Columbia DC,United States of America,North America,Unknown,public,Yes,20190101  20191231,Federal district,Same covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,We use the ICLEI ClearPath tool but have converted to GPC for this reporting The 2019 inventory has been reviewed and accepted by C40,Unknown,CH4 CO2 N20,0,3321339.41,0,3189478.1,0,548498.88,0,0,0,0,7059316.39,Decreased,Other please specify Greening of regional electric grid,158,708253,2019,770369 389072,1042021 923,3321339.41,0,3189478.1,548498.88,-77.0369,38.9072,-77.0369 38.9072
2110,2021,60410,Municipalidad de Pealoln,Municipalidad de Pealoln,Chile,Latin America,Unknown,public,Yes,20200101  20201231,City  Municipality,Same covers entire city and nothing else,Other please specify,Metodologa modificada y adaptada La propuesta se basa en una combinacin de estndares destacando el Protocolo Global para Inventarios de Emisin de Gases de Efecto Invernadero a Escala Comunitaria GPC factores de emisin local IPCC y DEFRA extrados de la propuesta estatal de estimacin de huella de carbono HuellaChile programa del MMA e informacin geogrfica y de consumo local basados en datos de encuestas pblicas y el Censo 2017 trabajadas mediante herramientas de microsimulacin espacial de datos geogrficos  Dicho inventario se actualiz con fuentes de datos de 2020 de organismos gubernamentales,Unknown,CH4 CO2 N20,77977,358625.29,0,100995.78,0,14314.25,0,0,0,0,551912.32,Increased,Change in available data,54.92,241599,2017,705302 33454,1042021 923,436602.29,0,100995.78,14314.25,-70.5302,-33.454,-103.9842
2113,2021,58621,Town of Blacksburg VA,Town of Blacksburg VA,United States of America,North America,Unknown,public,Yes,20180101  20181231,City  Municipality,Smaller covers only part of the city,US Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions ICLEI,Town of Blacksburg community green house gas inventory according to the ICLEI US community protocol,Unknown,CH4 CO2 N20,0,306257.26,0,0,0,0,0,0,0,0,306257.26,Decreased,Other please specify Decrease in degree days weather and change in electricity fuel mix,51.02,44678,2018,804139 372296,1042021 923,306257.26,0,0,0,-80.4139,37.2296,-80.4139 37.2296
2114,2021,859252,Municipalidad de Machu Picchu,Municipalidad de Machu Picchu,Peru,Latin America,Unknown,public,Yes,20190101  20191231,City  Municipality,Smaller covers only part of the city,Global Protocol for Community Greenhouse Gas Emissions Inventories GPC,El mismo fue complementado con el uso de las Directrices para la Elaboracin de Inventarios Nacionales  2006 del IPCC,Unknown,CH4 CO2 N20,1509.9,7107.7,0,0,0,0,0,0,0,0,8617.6,This is our first year of calculation,,353,4146,2020,,1042021 923,8617.6,0,0,0,,,
2116,2021,31052,City of Cardiff,City of Cardiff,United Kingdom of Great Britain and Northern Ireland,Europe,Unknown,public,Yes,20190101  20191231,City  Municipality,Same covers entire city and nothing else,Regional or country specific methodology,BEIS Business Energy and Industrial Strategy government department local authority CO2 emissions data,Unknown,CO2,1563628,0,0,0,0,0,0,0,0,0,1563628,Decreased,Technological change,140,368000,2020,317909 514816,1042021 923,1563628,0,0,0,-3.17909,51.4816,-3.17909 51.4816
